rank,song_title,artist,featuring_artists,year,track_mbid,artist_mbid,duration,genre
1,We Belong Together,Mariah Carey,[],2005,,494e8d09-f85b-4543-892f-a5096aed1cd4,201000,"['rnb', 'pop', 'soul']"
2,Hollaback Girl,Gwen Stefani,[],2005,66059d42-86db-4128-84d9-f998bf6f42c5,2e41ae9c-afd2-4f20-8f1e-17281ce9b472,204000,"['pop', 'dance', 'rock']"
3,Let Me Love You,Mario,[],2005,,f236134b-7ebb-4ba8-b155-1791193d05ec,251000,"['rnb', 'soul', 'pop']"
4,Since U Been Gone,Kelly Clarkson,[],2005,,d339efbb-77b9-4147-ba9e-59f2f24550b2,189000,"['pop', 'rock']"
5,"1, 2 Step",Ciara & Missy Elliott,[],2005,8435357c-259b-4d55-b080-cdbc28570329,,68000,[]
6,Gold Digger,Kanye West & Jamie Foxx,[],2005,1abbab1d-b5f5-45a5-9fc5-464ca48747e2,,207000,"['rap', 'hip hop', 'pop']"
7,Boulevard of Broken Dreams,Green Day,[],2005,67f8fb08-cb83-469c-a083-86b98a157a9a,084308bd-1654-436f-ba03-df6697104e19,261000,"['rock', 'punk', 'alternative']"
8,Candy Shop,50 Cent & Olivia,[],2005,3cd9f882-d7a1-4a83-9908-2025ce484990,8e68819d-71be-4e7d-b41d-f1df81b01d3f,209000,"['rap', 'hip hop']"
9,Don't Cha,The Pussycat Dolls & Busta Rhymes,[],2005,c49fc577-c0e6-4ff1-bb0b-9bd164652252,1fda852b-92e9-4562-82fa-c52820a77b23,242000,"['pop', 'dance', 'rnb']"
10,Behind These Hazel Eyes,Kelly Clarkson,[],2005,02b0885a-f035-47d0-b902-18b8c22450fc,d339efbb-77b9-4147-ba9e-59f2f24550b2,197000,[]
11,Disco Inferno,50 Cent,[],2005,fdfaa495-1f6e-312b-a154-99b2761ded4e,8e68819d-71be-4e7d-b41d-f1df81b01d3f,215000,[]
12,You and Me,Lifehouse,[],2005,9e641ae8-c0b2-3362-98cf-55f4a32f7f10,04591295-6d94-45cb-b6c7-1ae17c6f380e,194000,"['alternative', 'rock']"
13,Don't Phunk with My Heart,The Black Eyed Peas,[],2005,a28fd793-c89a-47a4-a850-873665aed8cb,d5be5333-4171-427e-8e12-732087c6b78e,241000,[]
14,Lose Control,Missy Elliott & Ciara & Fatman Scoop,[],2005,08499db2-75dc-359c-b59b-d52edbaff391,a0b8cb9e-7532-45fe-a74c-30e7c4009a39,199000,[]
15,Shake It Off,Mariah Carey,[],2005,5a04a0b4-a0cc-4442-8f6b-9eba7fac70aa,494e8d09-f85b-4543-892f-a5096aed1cd4,230000,[]
16,Mr. Brightside,The Killers,[],2005,,95e1ead9-4d31-4808-a7ac-32c3614c116b,222000,"['rock', 'indie', 'alternative']"
17,Just a Lil Bit,50 Cent,[],2005,3948e870-3c26-401a-91f2-3ccbd0da2435,8e68819d-71be-4e7d-b41d-f1df81b01d3f,237000,"['rap', 'hip hop']"
18,Pon de Replay,Rihanna,[],2005,ead5083d-8ef4-4a55-88ac-33d6d9107cf7,73e5e69d-3554-40d8-8516-00cb38737a1c,214000,"['dance', 'pop', 'rnb']"
19,How We Do,The Game & 50 Cent,[],2005,83049db7-58bc-418e-9b89-2392d5267459,07cc14fb-4784-4a25-804b-2686ed5ef52c,235000,[]
20,Beverly Hills,Weezer,[],2005,b63053dd-5d18-439b-92e8-e1532485d273,6fe07aa5-fec0-4eca-a456-f29bff451b04,201000,"['rock', 'alternative', 'indie']"
21,Oh,Ciara & Ludacris,[],2005,24a4b820-31ca-40c6-8f0c-b93aeec6c514,03172286-f7ed-4864-a4db-459cd5ca9790,256000,[]
22,Lonely No More,Rob Thomas,[],2005,074498e2-5efa-39b2-8034-0b8c6b220a27,e42680f7-e439-4666-9c2c-536c2b3c6db3,227000,[]
23,Drop It Like It's Hot,Snoop Dogg & Pharrell,[],2005,,f90e8b26-9e52-4669-a5c9-e28529c47894,266000,"['rap', 'hip hop']"
24,Hate It or Love It,The Game & 50 Cent,[],2005,618bfc73-b5f2-48a3-9f03-fc4604b42cf9,07cc14fb-4784-4a25-804b-2686ed5ef52c,240000,"['rap', 'hip hop']"
25,Lovers & Friends,Lil Jon & Usher & Ludacris,[],2005,,,0,[]
26,Soldier,Destiny's Child & T.I. & Lil Wayne,[],2005,0eecbdcc-38ba-3744-bf5f-cabc019df0c6,,244000,[]
27,Breakaway,Kelly Clarkson,[],2005,,d339efbb-77b9-4147-ba9e-59f2f24550b2,237000,"['pop', 'rock']"
