rank,song_title,artist,featuring_artists,year,track_mbid,artist_mbid,duration,genre
1,How You Remind Me,Nickelback,[],2002,2d9c236f-0b75-4e5c-8227-2a7991ee77a2,bc710bcf-8815-42cf-bad2-3f1d12246aeb,223000,"['rock', 'alternative']"
2,Foolish,Ashanti,[],2002,feb2baba-1e2f-46f3-b36f-c4059b92eea0,a47ed6d5-480e-428c-8ce9-d7a6a571e857,226000,"['rnb', 'pop']"
3,Hot in Herre,Nelly,[],2002,69034670-67eb-4576-90b5-df2d00327a1b,811900b2-68fc-4d41-8bad-69b7a1f4d628,228000,"['rap', 'hip hop', 'rnb']"
4,Dilemma,Nelly & Kelly Rowland,[],2002,56c0ccf1-e6ea-4661-90ce-d0870884eb9c,,289000,[]
5,Wherever You Will Go,The Calling,[],2002,,29eb4497-0bd8-4126-abdf-d8007326ee8b,205000,"['rock', 'alternative', 'pop']"
6,A Thousand Miles,Vanessa Carlton,[],2002,,c1a61bb0-e4fe-4064-bc8d-954a2dafda79,237000,['pop']
7,In the End,Linkin Park,[],2002,,f59c5520-5f46-4d2c-b2c4-822eabf53419,221000,"['rock', 'alternative']"
8,What's Luv?,Fat Joe & Ashanti,[],2002,0022a77e-9576-38f0-b920-0275b6e507b3,a6a4c910-2b22-4a6f-aebe-805b176c47b8,229000,[]
9,U Got It Bad,Usher,[],2002,,3414d446-735a-443c-931f-10634f57e5b9,247000,[]
10,Blurry,Puddle of Mudd,[],2002,ec1fc730-72a4-4086-bebf-d957a372382f,ff460a70-fdf4-4aa2-b021-8a04da76d88e,303000,"['rock', 'alternative']"
11,Complicated,Avril Lavigne,[],2002,,0103c1cc-4a09-4a5d-a344-56ad99a77193,245000,"['pop', 'rock']"
12,Always on Time,Ja Rule & Ashanti,[],2002,,b504f625-4ef6-4a5a-81e8-870a61e8dc9c,244000,[]
13,Ain't It Funny (Murder Remix),Jennifer Lopez & Ja Rule,[],2002,7e3c1208-d9a2-3dfd-bcfd-279473474a6a,f0602f55-1770-483d-89bd-4bae0d0ac086,0,[]
14,The Middle,Jimmy Eat World,[],2002,,bbc5b66b-d037-4f26-aecf-0b129e7f876a,166000,"['rock', 'alternative', 'emo']"
15,I Need a Girl (Part One),P. Diddy & Usher & Loon,[],2002,,,0,[]
16,U Don't Have to Call,Usher,[],2002,61592183-7742-421e-8f8e-75a0fbf58c5b,3414d446-735a-443c-931f-10634f57e5b9,269000,[]
17,Family Affair,Mary J. Blige,[],2002,,db76c5ca-d555-4f09-b1db-baa1b713d875,267000,"['rnb', 'soul']"
18,I Need a Girl (Part Two),P. Diddy & Ginuwine & Loon & Mario Winans,[],2002,,,,[]
19,Gangsta Lovin',Eve & Alicia Keys,[],2002,48b62e05-f768-4f5d-914b-ec56dc9361a9,8ef1df30-ae4f-4dbd-9351-1a32b208a01e,245000,[]
20,My Sacrifice,Creed,[],2002,10f64786-1351-3571-be89-733da0129f80,4b1a830b-0a1f-42e5-b8d5-1d6743912e99,295000,"['rock', 'alternative']"
21,Without Me,Eminem,[],2002,0d2ee7a9-b167-4baa-8be8-23c8bfddc49a,b95ce3ff-3d05-4e87-9e01-c97b66af13d4,290000,"['rap', 'hip hop']"
22,Hero,Enrique Iglesias,[],2002,02a88fe9-dc4c-3d3b-a0c5-66680b725b96,35f866dc-c061-48ba-8157-cf2e0eac4857,264000,[]
23,All You Wanted,Michelle Branch,[],2002,ea1f5761-7c75-3686-89d5-3a992c7ec34a,a10f94a9-2a3c-4166-b9fa-a7bed0bf7d96,218000,[]
24,Get the Party Started,Pink,[],2002,,f4d5cc07-3bc9-4836-9b15-88a08359bc63,153000,[]
25,Hero,Chad Kroeger & Josey Scott,[],2002,5ef9b492-8761-3424-900e-e8b875089ad7,a59edb65-fae2-4344-b77a-5232516d4d7a,199000,[]
26,Wasting My Time,Default,[],2002,1328f23d-59c8-34f8-ae52-249d649bbc24,c571d0d0-c47f-4e51-8a13-a3ec81a6e296,252000,[]
27,One Last Breath,Creed,[],2002,0e4674db-08f9-3d03-ad93-d95d6361f6de,4b1a830b-0a1f-42e5-b8d5-1d6743912e99,239000,"['rock', 'alternative']"
28,"Whenever, Wherever",Shakira,[],2002,,bf24ca37-25f4-4e34-9aec-460b94364cfc,197000,"['pop', 'dance']"
29,I'm Gonna Be Alright,Jennifer Lopez & Nas,[],2002,54095996-cffd-4154-ab34-4fa1d752f095,,172000,[]
30,Oh Boy,Cam'ron & Juelz Santana,[],2002,62b0d294-60b6-45fc-a52a-e0bc555f32ea,,196000,[]
31,Heaven,DJ Sammy & Yanou & Do,[],2002,5d056e1e-df1a-4537-a922-24ea9e123b35,c43e35b8-8234-408b-9a25-07f2fcbeb317,226000,[]
32,Hey Baby,No Doubt & Bounty Killer,[],2002,030b1ab7-61c0-4876-a034-9586f25a28b2,fbd2a255-1d57-4d31-ac11-65b671c19958,207000,[]
33,Girlfriend,NSYNC & Nelly,[],2002,,,0,[]
34,Just a Friend 2002,Mario,[],2002,446f6628-abaa-4088-87b6-809ec44556fc,f236134b-7ebb-4ba8-b155-1791193d05ec,214000,[]
35,Soak Up the Sun,Sheryl Crow,[],2002,6b019118-3d6d-4bb0-84d1-ce04e929fad7,80ccfede-c258-4575-a7ad-c982e9932e0f,464000,[]
36,Don't Let Me Get Me,Pink,[],2002,d4880305-133d-4d7f-9eac-3b9a6076dcab,f4d5cc07-3bc9-4836-9b15-88a08359bc63,211000,[]
37,Nothin',N.O.R.E.,[],2002,97cfb0c9-8e1a-381b-a0d4-38557be43e66,812d3015-2f4c-4fa7-bd7d-30ec4beb2c82,264000,[]
38,Oops (Oh My),Tweet & Missy Elliott,[],2002,,,0,[]
