rank,song_title,artist,featuring_artists,year,track_mbid,artist_mbid,duration,genre,wiki_genre
1,Bad Day,Daniel Powter,[],2006,,32cfbaf8-87aa-466b-9c1a-331ad9075ea2,234000.0,[],"['pop rock', 'pop music']"
2,Temperature,Sean Paul,[],2006,771bc77f-0924-4390-a23d-0b6318c697ac,c3da3346-2643-48a7-93cd-011f6834b3d7,284000.0,"['reggae', 'dance']",['dancehall']
3,Promiscuous,Nelly Furtado & Timbaland,[],2006,,13655113-cd16-4b43-9dca-cadbbf26ee05,243000.0,"['pop', 'dance', 'rnb']",[]
4,You're Beautiful,James Blunt,[],2006,,ebee61b4-bbdd-4087-9bcb-d5aa099088ec,203000.0,[],"['alternative rock', 'folk rock', 'pop rock', 'pop rock', 'soft rock']"
5,Hips Don't Lie,Shakira & Wyclef Jean,[],2006,,bf24ca37-25f4-4e34-9aec-460b94364cfc,215000.0,[],[]
6,Unwritten,Natasha Bedingfield,[],2006,a3c98ed2-075d-3d13-baab-610b5f93e9aa,8b477559-946e-4ef2-9fe1-446cff8fdd79,255000.0,"['pop', 'dance']","['pop music', 'pop music']"
8,Ridin',Chamillionaire & Krayzie Bone,[],2006,03848fef-b87c-3043-b669-b8d17b4c23e4,4fbc55bb-61be-4eb7-b4b4-c08c68b4e060,303000.0,[],[]
9,SexyBack,Justin Timberlake & Timbaland,[],2006,,596ffa74-3d08-44ef-b113-765d43d12738,243000.0,[],[]
10,Check on It,Beyoncé & Slim Thug,[],2006,168e8522-1af3-48b1-9d2a-0fda2e4538b3,859d0860-d480-4efd-970c-c05d5f1776b8,213000.0,[],[]
11,Be Without You,Mary J. Blige,[],2006,4a193220-6f0a-4e3d-9675-a41ab80f6b61,db76c5ca-d555-4f09-b1db-baa1b713d875,240000.0,[],"['contemporary R&B', 'hip-hop soul']"
12,Grillz,Nelly & Paul Wall & Ali & Gipp,[],2006,,,0.0,[],[]
13,Over My Head (Cable Car),The Fray,[],2006,,2ddd167f-5b8a-4372-b350-6ad50493bac0,245000.0,"['rock', 'alternative']",['pop rock']
14,Me & U,Cassie,[],2006,ecc63154-e855-4a71-812d-79d425437e87,4a8ac23a-e27a-44db-814a-f8c31beb68e6,192000.0,"['rnb', 'dance', 'pop']",[]
15,Buttons,Pussycat Dolls & Snoop Dogg,[],2006,,1fda852b-92e9-4562-82fa-c52820a77b23,226000.0,"['pop', 'dance', 'rnb']",[]
16,Run It!,Chris Brown & Juelz Santana,[],2006,59960c58-1fd5-4809-bd15-9df222e0df2b,c234fa42-e6a6-443e-937e-2f4b073538a3,193000.0,[],[]
17,So Sick,Ne-Yo,[],2006,,,207000.0,"['rnb', 'soul']",['contemporary R&B']
18,It's Goin' Down,Yung Joc & Nitti,[],2006,45664bda-450a-308f-8efd-157fc6288f34,1f83258f-ee16-4f3b-8570-e9ef3ad6973e,241000.0,[],[]
19,SOS,Rihanna,[],2006,4483ec59-3ae9-4b5e-87e0-69199d80392d,73e5e69d-3554-40d8-8516-00cb38737a1c,305000.0,"['pop', 'dance', 'rnb']","['dance-pop', 'dance music', 'pop music']"
20,I Write Sins Not Tragedies,Panic! at the Disco,[],2006,10175a71-2e47-4786-a60e-53dd1eb31821,b9472588-93f3-4922-a1a2-74082cdf9ce8,187000.0,"['rock', 'alternative', 'emo', 'indie']",['pop-punk']
21,Move Along,The All-American Rejects,[],2006,,,238000.0,"['rock', 'alternative', 'emo']","['pop-punk', 'alternative rock']"
22,London Bridge,Fergie,[],2006,cf98323b-8a71-4d9b-b8bb-1b7aadb487b2,4f9675d2-f6d5-486c-9b26-33dcca998500,110000.0,"['pop', 'rnb']","['rapping', 'hip-hop', 'pop music']"
23,Dani California,Red Hot Chili Peppers,[],2006,375d3c2c-a38f-4e0c-9c91-786620416e70,8bfac288-ccc5-448d-9573-c33ea2aa5c30,323000.0,"['rock', 'alternative', 'funk']",['rock music']
24,Snap Yo Fingers,Lil Jon & E-40 & Sean Paul,[],2006,,,0.0,[],[]
25,"Lean wit It, Rock wit It",Dem Franchize Boyz,[],2006,2842e188-227a-3003-b891-4958084ec113,f67ade4c-3b10-497d-a6a7-1f9f05772439,263000.0,[],['snap music']
26,What Hurts the Most,Rascal Flatts,[],2006,,6e0ae159-8449-4262-bba5-18ec87fa529f,214000.0,[],['pop rock']
27,How to Save a Life,The Fray,[],2006,b097abcd-bb6a-4d05-ae50-6f47949593c2,2ddd167f-5b8a-4372-b350-6ad50493bac0,263000.0,"['alternative', 'rock', 'indie']","['alternative rock', 'alternative rock']"
28,Unfaithful,Rihanna,[],2006,00299def-383f-471e-b600-23ba3a5308a1,73e5e69d-3554-40d8-8516-00cb38737a1c,231000.0,[],['pop music']
29,Chasing Cars,Snow Patrol,[],2006,,a66999a7-ae5c-460e-ba94-1a01143ae847,267000.0,"['indie', 'alternative', 'rock']",['alternative rock']
30,Lips of an Angel,Hinder,[],2006,6f677702-81e5-472e-b9d7-784a78bd57cb,39b22a9e-59dd-412b-ac3c-0725c807c72b,261000.0,"['rock', 'alternative']",['post-grunge']
31,Everytime We Touch,Cascada,[],2006,7c8df206-975c-4190-9ee6-944b57476915,04af2581-6692-4f14-a7fe-151a36f20368,198000.0,"['dance', 'pop', 'electronic', 'techno', 'trance']","['Eurodance', 'Eurodance']"
32,Ain't No Other Man,Christina Aguilera,[],2006,,b202beb7-99bd-47e7-8b72-195c8d72ebdd,228000.0,[],['pop music']
33,"Dance, Dance",Fall Out Boy,[],2006,786e1009-2663-49e0-873d-f0cf06f51a25,516cef4d-0718-4007-9939-f9b38af3f784,180000.0,"['rock', 'punk', 'emo']",[]
34,Gold Digger,Kanye West & Jamie Foxx,[],2006,1abbab1d-b5f5-45a5-9fc5-464ca48747e2,,207000.0,"['rap', 'hip hop', 'pop']",[]
35,Money Maker,Ludacris & Pharrell,[],2006,919ff648-40db-444d-aad4-7159cf7c6c18,0638ba22-040f-438d-83a5-9b670c4adaf5,230000.0,[],[]
36,Ms. New Booty,Bubba Sparxxx & Ying Yang Twins,[],2006,,,0.0,[],[]
37,(When You Gonna) Give It Up to Me,Sean Paul & Keyshia Cole,[],2006,4982d06a-dc8a-3c45-860d-b602da247518,,242000.0,[],[]
38,Photograph,Nickelback,[],2006,742bc57f-c5cc-45e6-9ea0-ab98b365fa0f,bc710bcf-8815-42cf-bad2-3f1d12246aeb,258000.0,[],['post-grunge']
39,Because of You,Kelly Clarkson,[],2006,,d339efbb-77b9-4147-ba9e-59f2f24550b2,220000.0,"['pop', 'rock']","['country music', 'pop music']"
