rank,song_title,artist,featuring_artists,year,track_mbid,artist_mbid,duration,genre,wiki_genre
1,Last Night,Morgan Wallen,[],2023,62ca86de-7204-4b12-bc2a-94a4ad39a027,2077273e-eaa1-4f49-903c-f286ededecb9,161000,"['country', 'pop']",['country pop']
2,Flowers,Miley Cyrus,[],2023,baecb366-aa92-4685-a4a3-56c6e573b679,7e9bd05a-117f-4cce-87bc-e011527a8b18,200000,['pop'],['pop music']
3,Kill Bill,SZA,[],2023,a396dab3-a6ce-46a3-b42b-843a518bc541,272989c8-5535-492d-a25c-9f58803e027f,154000,['pop'],"['pop music', 'contemporary R&B']"
4,Anti-Hero,Taylor Swift,[],2023,6bb9e766-97a5-440f-9173-99515493d2d4,20244d07-534f-4eff-b4d4-930878889970,200000,['rock'],"['synth-pop', 'pop rock']"
6,Calm Down,Rema & Selena Gomez,[],2023,0c1feaff-c863-4083-8cb9-774f04d08037,,239000,[],[]
7,Die for You,The Weeknd & Ariana Grande,[],2023,9737a26e-52ca-4941-965b-f8d1bd325303,,234000,[],[]
8,Fast Car,Luke Combs,[],2023,27a100f9-583c-4947-a826-fc6d70283764,c20ee61f-071f-4e65-9c81-45ee931a54ce,265000,[],"['acoustic music', 'country music']"
9,Snooze,SZA,[],2023,b2c0cffe-2a6a-4d5c-aeb7-404237469c9e,272989c8-5535-492d-a25c-9f58803e027f,201000,['rnb'],"['contemporary R&B', 'contemporary R&B']"
10,I'm Good (Blue),David Guetta & Bebe Rexha,[],2023,318034d7-1d08-4137-9585-1cb2aa04e987,,175000,[],[]
11,Unholy,Sam Smith & Kim Petras,[],2023,1a774967-444d-42de-aa65-b6160d1205e4,,156000,[],[]
12,You Proof,Morgan Wallen,[],2023,479de3c2-2950-4c26-82ea-fbd1c63f84c4,2077273e-eaa1-4f49-903c-f286ededecb9,155000,[],['country music']
13,Something in the Orange,Zach Bryan,[],2023,95a87931-919e-4364-934a-24b70cf9ebff,51e90731-08c0-4f60-89b6-5b78e5844de8,228000,['country'],['country music']
14,Rich Flex,Drake & 21 Savage,[],2023,d7ca0b00-61b9-4757-9991-92402586586b,,239000,[],[]
15,As It Was,Harry Styles,[],2023,ca05e074-1c11-4587-ba3d-cc6c8b8c3714,7eb1ce54-a355-41f9-8d68-e018b096d427,165000,['pop'],['synth-pop']
16,Rock and a Hard Place,Bailey Zimmerman,[],2023,33d0e180-6006-4848-86ea-d831aaf06320,20543896-ec2c-48c4-b6b2-507c6cbe9918,207000,[],"['country rock', 'country music']"
17,Under the Influence,Chris Brown,[],2023,92cd3a7e-d69b-45d8-97d8-f058c461c23d,c234fa42-e6a6-443e-937e-2f4b073538a3,184000,[],['contemporary R&B']
18,Cruel Summer,Taylor Swift,[],2023,7b3f37a2-850e-499e-95e9-f3fbf0f40331,20244d07-534f-4eff-b4d4-930878889970,178000,['pop'],"['electropop', 'synth-pop']"
19,Thinkin' Bout Me,Morgan Wallen,[],2023,70b25bff-ce3d-49c5-859f-70113d12e51a,2077273e-eaa1-4f49-903c-f286ededecb9,174000,[],['country pop']
20,Boy's a Liar Pt. 2,PinkPantheress & Ice Spice,[],2023,b3394b89-3cfc-4436-a939-e2c2a3bf7d84,,131000,[],[]
21,Favorite Song,Toosii,[],2023,a2a4a86a-a9ea-49c0-a53d-192229b50508,87d59d19-2615-4ada-853f-d552bf3b56e5,209000,[],[]
22,Thought You Should Know,Morgan Wallen,[],2023,0d0231a7-a0ce-4bc3-9e37-d3ec7f268a61,2077273e-eaa1-4f49-903c-f286ededecb9,215000,[],['country music']
23,Thank God,Kane Brown & Katelyn Brown,[],2023,c0df7e60-c898-4ef8-8337-79a039cfee34,,173000,[],[]
24,Sure Thing,Miguel,[],2023,2fe8a364-5584-4854-90f0-a17a55f5e59a,285e1285-aecc-478f-a8da-0c8cf69e1217,195000,['rnb'],['contemporary R&B']
25,All My Life,Lil Durk & J. Cole,[],2023,5d3b2b81-5bfd-4381-b2d3-3e458dd73984,,223000,[],[]
26,Ella Baila Sola,Eslabon Armado & Peso Pluma,[],2023,,,165000,[],[]
27,Karma,Taylor Swift & Ice Spice,[],2023,,,0,[],[]
28,Just Wanna Rock,Lil Uzi Vert,[],2023,e6d3e2b9-9eba-451a-bcbb-5cb20f760ff1,8837b875-3689-4646-b3fd-d8b53815c7a8,123000,"['rap', 'hip hop', 'electronic']","['dance music', 'hip house', 'Jersey club', 'drill']"
29,Cuff It,Beyoncé,[],2023,619d8bae-1a89-491e-83ff-9e026c03d540,859d0860-d480-4efd-970c-c05d5f1776b8,225000,"['funk', 'pop', 'soul']","['disco', 'funk', 'disco-funk']"
30,Vampire,Olivia Rodrigo,[],2023,16f67c81-6481-4713-9b00-7003947d8b49,6925db17-f35e-42f3-a4eb-84ee6bf5d4b0,222000,['pop'],['pop rock']
