rank,song_title,artist,featuring_artists,year,track_mbid,artist_mbid,duration,genre,wiki_genre
1,Low,Flo Rida & T-Pain,[],2008,,,231000,[],[]
2,Bleeding Love,Leona Lewis,[],2008,,8d552dfc-648f-401f-90de-e925013ca537,240000,"['pop', 'soul']","['pop music', 'contemporary R&B']"
3,No One,Alicia Keys,[],2008,,8ef1df30-ae4f-4dbd-9351-1a32b208a01e,254000,"['soul', 'rnb', 'pop']","['contemporary R&B', 'soul']"
4,Lollipop,Lil Wayne & Static Major,[],2008,157f246e-8ca4-469b-8f8a-7a71750482cf,,299000,[],[]
5,Apologize,OneRepublic,[],2008,43bd7ec5-211e-4824-bbdf-bb2883b46f0e,c33c2065-b1c3-4406-b066-d33a9e2ea71a,208000,"['alternative', 'rock', 'pop']","['pop rock', 'rhythm and blues']"
6,No Air,Jordin Sparks & Chris Brown,[],2008,,5508631d-697f-4839-a669-06637e5bcb90,264000,[],[]
7,Love Song,Sara Bareilles,[],2008,,e54be6b7-5c26-4b47-bb3f-c137429b9b55,259000,['pop'],"['pop music', 'pop rock']"
8,Love in This Club,Usher & Young Jeezy,[],2008,,,0,[],[]
9,With You,Chris Brown,[],2008,,c234fa42-e6a6-443e-937e-2f4b073538a3,255000,"['rnb', 'pop']",['pop music']
10,Forever,Chris Brown,[],2008,6cf5c4ff-c1da-4d8e-ba99-3a880e22d482,c234fa42-e6a6-443e-937e-2f4b073538a3,276000,"['rnb', 'dance']","['dance-pop', 'Eurodance', 'Eurodisco']"
11,Sexy Can I,Ray J & Yung Berg,[],2008,021b885e-e0b8-3a34-9849-f10dc3e72ca0,,209000,[],[]
12,Take a Bow,Rihanna,[],2008,6a53f415-0cc3-47cb-b5d9-c5336e75a495,73e5e69d-3554-40d8-8516-00cb38737a1c,228000,"['pop', 'rnb']",['contemporary R&B']
13,Viva la Vida,Coldplay,[],2008,,cc197bad-dc9c-440d-a5b5-d52ba2e14234,378000,"['alternative', 'rock']","['alternative rock', 'pop music', 'popular music', 'baroque pop', 'indie rock', 'art rock', 'orchestral pop', 'pop rock', 'indie pop', 'art pop']"
14,I Kissed a Girl,Katy Perry,[],2008,,122d63fc-8671-43e4-9752-34e846d62a9c,180000,"['pop', 'rock']",['electropop']
15,Whatever You Like,T.I.,[],2008,cdd8681c-b3fe-45eb-979c-9e7f0300d0c0,f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62,249000,"['rap', 'hip hop']","['Southern hip-hop', 'pop rap', 'dirty rap', 'dirty south']"
16,Disturbia,Rihanna,[],2008,,73e5e69d-3554-40d8-8516-00cb38737a1c,169000,"['pop', 'dance', 'rnb']","['electropop', 'dance-pop']"
17,Don't Stop the Music,Rihanna,[],2008,,73e5e69d-3554-40d8-8516-00cb38737a1c,193000,"['dance', 'pop', 'rnb']",['house music']
18,Pocketful of Sunshine,Natasha Bedingfield,[],2008,fcd1bb59-6c47-40e1-a772-03f676a19b97,8b477559-946e-4ef2-9fe1-446cff8fdd79,204000,['pop'],"['pop music', 'pop music']"
19,Kiss Kiss,Chris Brown & T-Pain,[],2008,,,0,[],[]
20,Closer,Ne-Yo,[],2008,,,157000,"['rnb', 'dance', 'pop']",['rhythm and blues']
21,Bubbly,Colbie Caillat,[],2008,525037df-6d98-3105-8348-cfae20e45cd9,efc8a006-d0c6-4a9b-8cb1-91ca770fa2b9,197000,[],['traditional folk music']
22,Touch My Body,Mariah Carey,[],2008,43ef1add-f017-401c-a943-5ed8ed23c63c,494e8d09-f85b-4543-892f-a5096aed1cd4,204000,"['pop', 'rnb']","['pop music', 'contemporary R&B']"
23,4 Minutes,Madonna & Justin Timberlake & Timbaland,[],2008,,,0,[],[]
24,So What,Pink,[],2008,,f4d5cc07-3bc9-4836-9b15-88a08359bc63,215000,['pop'],['pop rock']
25,Paralyzer,Finger Eleven,[],2008,b02ee169-feb3-42f1-9951-bef3c7822074,0b76f632-25fa-4681-9862-86499c28afd3,208000,"['rock', 'alternative']",['alternative rock']
26,Clumsy,Fergie,[],2008,f2da5e36-c42f-4129-ab30-90bee1da625d,4f9675d2-f6d5-486c-9b26-33dcca998500,255000,"['pop', 'rnb', 'dance']",['contemporary R&B']
27,I'm Yours,Jason Mraz,[],2008,,82eb8936-7bf6-4577-8320-a2639465206d,242000,[],['pop music']
28,Leavin',Jesse McCartney,[],2008,ff676390-7727-4dc9-a6f2-5681658d6998,9d075d6e-9492-4343-ac95-93a808f61477,218000,[],['electropop']
29,Dangerous,Kardinal Offishall & Akon,[],2008,930947c6-724e-46e4-aa50-d886ea76df2b,03647192-f55b-42b2-9a74-db28fcae8fd1,246000,"['hip hop', 'rap']",[]
30,Tattoo,Jordin Sparks,[],2008,b8c900cc-9093-4a03-9961-debf4f2e265e,5508631d-697f-4839-a669-06637e5bcb90,233000,[],['pop music']
31,See You Again,Miley Cyrus,[],2008,0518bd12-6c16-4dab-9c6c-d96c0e3a6330,7e9bd05a-117f-4cce-87bc-e011527a8b18,188000,"['pop', 'dance']",['pop rock']
32,Shake It,Metro Station,[],2008,,ab7ebf8c-059f-4071-93b1-dd3ae80d60b2,180000,"['dance', 'electronic', 'indie', 'alternative']",['dance-rock']
33,Stop and Stare,OneRepublic,[],2008,,c33c2065-b1c3-4406-b066-d33a9e2ea71a,224000,[],['pop rock']
34,Take You There,Sean Kingston,[],2008,0bcfe4e8-296f-37f5-8f2c-b25e42f2a828,f7eb3be3-1065-4a53-94d4-e2d0c15c0b33,218000,[],['contemporary R&B']
35,Paper Planes,M.I.A.,[],2008,09f03130-4b30-46d8-a2cd-81f8ef9bb97b,7cf0ea9d-86b9-4dad-ba9e-2355a64899ea,204000,"['electronic', 'dance']",['alternative hip-hop']
36,Hot n Cold,Katy Perry,[],2008,,122d63fc-8671-43e4-9752-34e846d62a9c,221000,"['pop', 'dance']","['pop music', 'dance-pop']"
37,Live Your Life,T.I. & Rihanna,[],2008,5c7d8be2-1363-4f30-8a9b-6a1e52e1b014,f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62,243000,"['hip hop', 'rap']",[]
38,Bust It Baby (Part 2),Plies & Ne-Yo,[],2008,,72f62a4c-0042-49f6-b4dc-2f5b27dd289f,242000,[],[]
39,American Boy,Estelle & Kanye West,[],2008,7c182811-1c95-4c6a-9307-72940621a402,,284000,[],[]
40,Got Money,Lil Wayne & T-Pain,[],2008,,,0,[],[]
41,Our Song,Taylor Swift,[],2008,443fa096-f6d2-4406-98bc-bab83ea894f4,20244d07-534f-4eff-b4d4-930878889970,313000,"['country', 'pop']",['rock music']
42,Damaged,Danity Kane,[],2008,a2f745e1-8b8b-4d80-9524-405eea758731,6a0439a1-4520-443b-9bf1-02acdf692d6e,249000,[],['pop music']
43,A Milli,Lil Wayne,[],2008,80618884-c0e3-4e83-9b7e-a3dec1a022bc,ac9a487a-d9d2-4f27-bb23-0f4686488345,222000,"['rap', 'hip hop']",['hip-hop']
44,Sorry,Buckcherry,[],2008,027e935e-e377-4bbd-b2e4-c60b256d7054,822e92ef-72ea-42e0-9af1-b987816b487a,225000,[],['hard rock']
45,Independent,Webbie & Lil Boosie & Lil Phat,[],2008,,,0,[],[]
46,Can't Believe It,T-Pain & Lil Wayne,[],2008,,,0,[],[]
47,Like You'll Never See Me Again,Alicia Keys,[],2008,07227f17-5045-4aee-9688-6e6b1966d077,8ef1df30-ae4f-4dbd-9351-1a32b208a01e,243000,[],['contemporary R&B']
48,Teardrops on My Guitar,Taylor Swift,[],2008,78e950f3-59aa-3577-8130-0656d2fc0fd4,20244d07-534f-4eff-b4d4-930878889970,215000,[],['country pop']
49,When I Grow Up,Pussycat Dolls,[],2008,,1fda852b-92e9-4562-82fa-c52820a77b23,226000,"['pop', 'dance']",[]
50,Sexual Eruption,Snoop Dogg,[],2008,502b7214-44c6-4d14-bc60-46e71e2ec257,f90e8b26-9e52-4669-a5c9-e28529c47894,173000,[],[]
