rank,song_title,artist,featuring_artists,year,track_mbid,artist_mbid,duration,genre,wiki_genre
1,Somebody That I Used to Know,Gotye & Kimbra,[],2012,0c39ce00-22ca-4fe2-b2d5-c13459a4efc6,6f6fd596-76e0-4b82-aa37-f558ac2d337b,241000,[],[]
2,Call Me Maybe,Carly Rae Jepsen,[],2012,,09887aa7-226e-4ecc-9a0c-02d2ae5777e1,193000,"['pop', 'dance']","['dance-pop', 'teen pop']"
3,We Are Young,Fun & Janelle Monáe,[],2012,f6e1a691-0a65-4d7f-b20c-5aa16c0aa81b,,250000,[],[]
4,Payphone,Maroon 5 & Wiz Khalifa,[],2012,38f3f1b9-f17b-4b86-be28-1b4cd4f1f9c5,,231000,[],[]
5,Lights,Ellie Goulding,[],2012,,33ca19f4-18c8-4411-98df-ac23890ce9f5,211000,"['pop', 'electronic', 'dance']","['indie pop', 'synth-pop', 'synth-pop', 'synth-pop', 'folktronica']"
6,Glad You Came,The Wanted,[],2012,,bcb16f22-b064-4b80-b3a3-c824bccdbab1,198000,"['pop', 'dance']",['Eurodance']
7,Stronger (What Doesn't Kill You),Kelly Clarkson,[],2012,,d339efbb-77b9-4147-ba9e-59f2f24550b2,221000,['pop'],[]
8,We Found Love,Rihanna & Calvin Harris,[],2012,2dbb1f37-1d18-4bea-9af7-6f6f57e8782a,,169000,[],[]
9,Starships,Nicki Minaj,[],2012,1ab5a945-b17a-438f-b217-20e34126cf73,1036b808-f58c-4a3e-b461-a2c4492ecf1b,210000,"['pop', 'dance']","['techno-pop', 'dance-pop', 'Europop']"
10,What Makes You Beautiful,One Direction,[],2012,,1a425bbd-cca4-4b2c-aeb7-71cb176c828a,198000,['pop'],['power pop']
11,Wild Ones,Flo Rida & Sia,[],2012,147a96b2-c763-4112-a990-90b40512b2d9,4593d49a-7f67-46ba-9ec0-126bd676286f,0,[],[]
12,Set Fire to the Rain,Adele,[],2012,73d8aea8-0cb9-3883-9afa-23182bea0a48,cc2c9c3c-b7bc-4b8b-84d8-4fbd8779e493,242000,"['soul', 'pop']","['pop music', 'pop music', 'blues', 'soul', 'soul']"
13,Sexy and I Know It,LMFAO,[],2012,915cc017-efbd-3a76-98fe-58f109c65c5d,ed5d9086-e8cd-473a-b96c-d81ad6c98f0d,199000,"['dance', 'pop', 'electronic']",['electronic dance music']
14,Some Nights,Fun,[],2012,0f74a890-723f-4148-bce0-410a7ef9a2bf,fc62d051-fe73-4c8e-85a8-d5102306fa1a,277000,[],"['indie pop', 'indie pop']"
15,Wide Awake,Katy Perry,[],2012,2c2b2fff-b527-4cfd-90ae-41647a7d2d35,122d63fc-8671-43e4-9752-34e846d62a9c,219000,['pop'],['dance-pop']
16,Good Feeling,Flo Rida,[],2012,,4593d49a-7f67-46ba-9ec0-126bd676286f,248000,"['electronic', 'dance']",['electro']
17,Whistle,Flo Rida,[],2012,,4593d49a-7f67-46ba-9ec0-126bd676286f,225000,['pop'],['electropop']
18,One More Night,Maroon 5,[],2012,,0ab49580-c84f-44d4-875f-d83760ea2cfe,219000,"['pop', 'rock']","['reggae', 'pop music']"
19,Drive By,Train,[],2012,,bfd5aec5-62a2-4560-a316-7c46c17babda,196000,"['pop', 'rock', 'alternative']",['pop rock']
20,The Motto,Drake & Lil Wayne,[],2012,95c3802e-0cea-4d19-9f28-b9c968da35a6,,0,[],[]
21,Where Have You Been,Rihanna,[],2012,,73e5e69d-3554-40d8-8516-00cb38737a1c,243000,"['dance', 'pop', 'electronic']","['house music', 'techno', 'dance-pop']"
22,Everybody Talks,Neon Trees,[],2012,2e21c505-75e8-3376-a4bd-9449b76bfaba,16243662-8538-4746-a0fb-0d15b5828b8e,177000,"['alternative', 'rock', 'pop']",['pop rock']
23,Take Care,Drake & Rihanna,[],2012,feab1ba0-3a6e-318f-b12b-33079934471a,9fff2f8a-21e6-47de-a2b8-7f449929d43f,277000,"['pop', 'rnb']",[]
24,Titanium,David Guetta & Sia,[],2012,723c09e8-7db1-47d5-b852-142c980b5ba7,302bd7b9-d012-4360-897a-93b00c855680,237000,[],[]
25,I Won't Give Up,Jason Mraz,[],2012,b5cec7d5-1ad0-44e6-9534-54f8870f3d1f,82eb8936-7bf6-4577-8320-a2639465206d,240000,[],['folk rock']
26,It Will Rain,Bruno Mars,[],2012,722c4366-67f6-3cb0-b332-763461c00349,afb680f2-b6eb-4cd7-a70b-a63b25c763d5,257000,"['pop', 'soul']","['pop soul', 'pop music']"
27,Mercy,Kanye West & Big Sean & Pusha T & 2 Chainz,[],2012,02599d30-9533-4645-94d1-56200094d213,,326000,[],[]
28,Boyfriend,Justin Bieber,[],2012,,e0140a67-e4d1-4f13-8a01-364355bee46e,173000,"['pop', 'rnb']",['contemporary R&B']
29,Party Rock Anthem,LMFAO & Lauren Bennett & GoonRock,[],2012,b5b26835-ed50-4c10-b75c-0107925611cf,,263000,[],[]
30,Too Close,Alex Clare,[],2012,,e8c8a3c3-29b6-421e-b977-fb6796231d41,176000,[],['alternative rock']
31,Part of Me,Katy Perry,[],2012,4134b972-74d7-4820-801f-43d497e8e04b,122d63fc-8671-43e4-9752-34e846d62a9c,216000,"['pop', 'dance']","['dance-pop', 'power pop']"
32,"Young, Wild & Free",Snoop Dogg & Wiz Khalifa & Bruno Mars,[],2012,12df4ecd-44e4-48ae-a54c-499ddc422cb1,,207000,[],[]
33,We Are Never Ever Getting Back Together,Taylor Swift,[],2012,,20244d07-534f-4eff-b4d4-930878889970,191000,"['pop', 'country']","['pop music', 'dance-pop', 'pop rock', 'bubblegum music', 'folktronica']"
34,As Long as You Love Me,Justin Bieber & Big Sean,[],2012,04450037-d036-407a-8e81-c66093edb798,e0140a67-e4d1-4f13-8a01-364355bee46e,221000,"['pop', 'rap']",[]
35,Turn Me On,David Guetta & Nicki Minaj,[],2012,6f568778-4b14-419b-b5f1-ebfa3edaf8ad,302bd7b9-d012-4360-897a-93b00c855680,199000,[],[]
36,Moves like Jagger,Maroon 5 & Christina Aguilera,[],2012,7e2e59db-b8fe-4808-a091-4f3d55784028,,201000,[],[]
37,Blow Me (One Last Kiss),Pink,[],2012,,9c6158ed-53d0-4094-b424-b641c5cab36d,257000,[],"['electropop', 'dance-pop', 'pop rock']"
38,Good Time,Owl City & Carly Rae Jepsen,[],2012,47094556-37b5-4302-9e67-3bbbefbfdb1f,,205000,[],[]
39,Give Your Heart a Break,Demi Lovato,[],2012,0307c0b8-cf1b-4b1f-b966-bc01773015d9,faf4cefb-036c-4c88-b93a-5b03dd0a0e6b,205000,['pop'],['pop music']
40,Niggas in Paris,Jay-Z & Kanye West,[],2012,,,219000,[],[]
41,The One That Got Away,Katy Perry,[],2012,,122d63fc-8671-43e4-9752-34e846d62a9c,227000,['pop'],['pop music']
