rank,song_title,artist,featuring_artists,year,track_mbid,artist_mbid,duration,genre,wiki_genre
1,Boom Boom Pow,The Black Eyed Peas,[],2009,,d5be5333-4171-427e-8e12-732087c6b78e,229000,"['dance', 'hip hop', 'pop', 'rap']",[]
2,Poker Face,Lady Gaga,[],2009,,650e7db6-b795-4eb5-a702-5ea2fc46c848,237000,"['pop', 'dance', 'electronic']","['dance-pop', 'synth-pop']"
3,Just Dance,Lady Gaga & Colby O'Donis,[],2009,7afbf0d4-d538-4a70-8b34-364c85e24904,650e7db6-b795-4eb5-a702-5ea2fc46c848,97000,"['dance', 'pop', 'electronic']",[]
4,I Gotta Feeling,The Black Eyed Peas,[],2009,2a333386-a28a-499e-bd40-6d83b2af76fc,d5be5333-4171-427e-8e12-732087c6b78e,289000,"['pop', 'dance', 'electronic', 'hip hop']",[]
5,Love Story,Taylor Swift,[],2009,76cb33ce-eccd-4d28-87e7-2cc05962cc67,20244d07-534f-4eff-b4d4-930878889970,273000,"['country', 'pop']","['country pop', 'popular music']"
6,Right Round,Flo Rida,[],2009,ac536c63-0c65-4eb1-b8ce-5b323ff2a0ec,4593d49a-7f67-46ba-9ec0-126bd676286f,204000,"['hip hop', 'dance', 'rap']",['electro hop']
7,I'm Yours,Jason Mraz,[],2009,,82eb8936-7bf6-4577-8320-a2639465206d,242000,[],['pop music']
8,Single Ladies (Put a Ring on It),Beyoncé,[],2009,0c2211eb-59f3-4a1d-ab91-cdc0b203329c,859d0860-d480-4efd-970c-c05d5f1776b8,192000,"['pop', 'rnb', 'dance']","['bounce music', 'dance-pop', 'contemporary R&B']"
9,Heartless,Kanye West,[],2009,986077d0-162b-43b3-b8ff-514cfd774eba,,210000,"['hip hop', 'rap', 'rnb']",['pop music']
10,Gives You Hell,The All-American Rejects,[],2009,,,212000,"['rock', 'alternative']",['alternative rock']
11,You Belong with Me,Taylor Swift,[],2009,,20244d07-534f-4eff-b4d4-930878889970,299000,"['country', 'pop']",['country pop']
12,Dead and Gone,T.I. & Justin Timberlake,[],2009,311df1d9-a895-48c1-9837-1795050d196a,596ffa74-3d08-44ef-b113-765d43d12738,300000,[],[]
13,You Found Me,The Fray,[],2009,,2ddd167f-5b8a-4372-b350-6ad50493bac0,241000,"['alternative', 'rock']",['piano rock']
14,Use Somebody,Kings of Leon,[],2009,02925e8c-e013-41f8-b552-68bc731cbfa9,6ffb8ea9-2370-44d8-b678-e9237bbd347b,230000,"['rock', 'alternative', 'indie']","['alternative rock', 'popular music']"
15,Knock You Down,Keri Hilson & Kanye West & Ne-Yo,[],2009,386f6fa4-1292-4178-9079-16523a07145c,b76c616a-ec0d-4f0c-b986-f249c4a04d77,326000,[],[]
16,Blame It,Jamie Foxx & T-Pain,[],2009,6a38e4bd-4a7e-3785-a0d3-92293c1b23b2,15a5da16-8b89-4047-aefe-81473c97b5b2,290000,[],[]
17,I Know You Want Me (Calle Ocho),Pitbull,[],2009,,d262ea27-3ffe-40f7-b922-85c42d625e67,181000,"['dance', 'rap', 'pop']",[]
18,Live Your Life,T.I. & Rihanna,[],2009,5c7d8be2-1363-4f30-8a9b-6a1e52e1b014,f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62,243000,"['hip hop', 'rap']",[]
19,Kiss Me thru the Phone,Soulja Boy Tell 'Em & Sammie,[],2009,,,0,[],[]
20,Down,Jay Sean & Lil Wayne,[],2009,018bbc8d-61d7-446d-b50e-96e2d6cd48d2,e03cf5b6-d2ec-4465-adee-226b518bcfcd,212000,[],[]
21,The Climb,Miley Cyrus,[],2009,4fd5584d-458f-4664-b139-05018e0891d4,7e9bd05a-117f-4cce-87bc-e011527a8b18,235000,"['pop', 'country']",['country pop']
22,Best I Ever Had,Drake,[],2009,23089a3f-6c87-4cb0-b864-4857bc4847af,9fff2f8a-21e6-47de-a2b8-7f449929d43f,261000,"['rap', 'hip hop']","['contemporary R&B', 'pop rap']"
23,My Life Would Suck Without You,Kelly Clarkson,[],2009,,d339efbb-77b9-4147-ba9e-59f2f24550b2,212000,[],"['pop rock', 'pop rock']"
24,Halo,Beyoncé,[],2009,69ed6f8a-d889-4458-b442-5cd9a04a1f8c,859d0860-d480-4efd-970c-c05d5f1776b8,226000,"['pop', 'rnb', 'soul']","['pop music', 'contemporary R&B', 'synth-pop']"
25,Hot n Cold,Katy Perry,[],2009,,122d63fc-8671-43e4-9752-34e846d62a9c,221000,"['pop', 'dance']","['pop music', 'dance-pop']"
26,Second Chance,Shinedown,[],2009,b493130e-8919-4ab7-b95f-5558c5cb4d82,adc0f033-95c2-4e0b-87bc-c23ed3f26ce6,220000,"['rock', 'alternative']",['post-grunge']
27,Circus,Britney Spears,[],2009,2b9241b3-a7c4-4866-a15d-17344cf44541,45a663b5-b1cb-4a91-bff6-2bef7bbfdd76,189000,"['pop', 'dance']","['electropop', 'dance-pop', 'dance-pop', 'popular music']"
28,Day 'n' Nite,Kid Cudi,[],2009,,e0e1db18-f7ba-4dee-95ff-7ae8cf545460,221000,[],['trip hop']
29,Party in the U.S.A.,Miley Cyrus,[],2009,,7e9bd05a-117f-4cce-87bc-e011527a8b18,203000,"['pop', 'dance']","['pop music', 'electronic dance music', 'dance-pop']"
30,Don't Trust Me,3OH!3,[],2009,048fb666-60cc-386a-a55a-903ba74a9bad,125948ec-7f91-4d1a-8b83-accbf50fae3d,192000,[],['electronic rock']
31,Run This Town,Jay-Z & Rihanna & Kanye West,[],2009,,,0,[],[]
32,Let It Rock,Kevin Rudolf & Lil Wayne,[],2009,00cd6bf0-837b-318c-a850-d53fc9d5b9dd,2a0cce30-071b-4ba9-bf78-ae76c9eb7316,181000,"['dance', 'hip hop', 'rock']",[]
33,Fire Burning,Sean Kingston,[],2009,0afd3711-437e-3105-8174-a86291d2a0c7,f7eb3be3-1065-4a53-94d4-e2d0c15c0b33,227000,"['dance', 'pop']",['dance music']
34,Whatcha Say,Jason Derulo,[],2009,85322652-3214-44aa-8db5-34ffc5d94b28,,222000,[],[]
35,LoveGame,Lady Gaga,[],2009,,650e7db6-b795-4eb5-a702-5ea2fc46c848,249000,"['dance', 'pop']","['electropop', 'dance-pop']"
36,Waking Up in Vegas,Katy Perry,[],2009,2d27a646-07a4-3427-aa80-fe461c6cf331,122d63fc-8671-43e4-9752-34e846d62a9c,202000,[],['pop rock']
37,Birthday Sex,Jeremih,[],2009,a6179569-2c0f-4449-94dd-58971037951d,1c009a08-74d1-4682-bc56-8bfbe9e66b62,215000,['rnb'],['contemporary R&B']
