rank,song_title,artist,featuring_artists,year,track_mbid,artist_mbid,duration,genre,wiki_genre
1,Levitating,Dua Lipa,[],2021,957df7c5-9c3a-4dbc-b139-f339f2378986,6f1a58bf-9b1b-49cf-a44a-6cefad7ae04f,203000.0,['pop'],"['nu-disco', 'electro-disco']"
2,Save Your Tears,The Weeknd & Ariana Grande,[],2021,397d3605-c484-4c4d-adc6-d62190ba9832,,191000.0,[],[]
3,Blinding Lights,The Weeknd,[],2021,,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,200000.0,['pop'],"['electropop', 'electropop', 'synthwave', 'synthwave']"
4,Mood,24kGoldn & Iann Dior,[],2021,c09fb388-fe11-4436-b57b-39743f17a59d,,140000.0,[],[]
5,Good 4 U,Olivia Rodrigo,[],2021,97aa087b-5fa2-42ff-bd48-d162862cdc95,6925db17-f35e-42f3-a4eb-84ee6bf5d4b0,178000.0,"['rock', 'pop']","['emo', 'grunge', 'pop rock', 'pop-punk', 'teen pop']"
6,Kiss Me More,Doja Cat & SZA,[],2021,,,0.0,[],[]
7,Leave the Door Open,Silk Sonic & Bruno Mars & Anderson .Paak,[],2021,,,,[],[]
8,Drivers License,Olivia Rodrigo,[],2021,143f1c88-f47f-4f37-b25d-614c74269dea,6925db17-f35e-42f3-a4eb-84ee6bf5d4b0,242000.0,['pop'],"['alternative pop', 'pop music', 'power pop', 'bedroom pop']"
9,Montero (Call Me by Your Name),Lil Nas X,[],2021,6a99a5ea-4b39-4789-b341-2e5ceabf9498,0b30341b-b59d-4979-8130-b66c0e475321,137000.0,['rnb'],"['hip-hop', 'electropop']"
10,Peaches,Justin Bieber & Daniel Caesar & Giveon,[],2021,,,0.0,[],[]
11,Butter,BTS,[],2021,001b9408-4de0-4deb-aaf1-b74500e0ff5b,0d79fe8e-ba27-4859-bb8c-2f255f346853,164000.0,['pop'],[]
12,Stay,The Kid Laroi & Justin Bieber,[],2021,14d20e85-6c24-44a8-8e98-1d7237732c55,,141000.0,[],[]
13,Deja Vu,Olivia Rodrigo,[],2021,7a42e38d-6b9f-4f92-b00b-9951a32432dd,6925db17-f35e-42f3-a4eb-84ee6bf5d4b0,215000.0,['pop'],"['indie pop', 'psychedelic music', 'psychedelic pop', 'pop rock', 'art pop']"
14,Positions,Ariana Grande,[],2021,4f74a5d6-f815-4892-857b-1c00bea2f763,f4fdbb4c-e4b7-47a0-b83b-d91bbfcfa387,261000.0,"['pop', 'rnb']","['pop music', 'pop music', 'pop music', 'soul', 'contemporary R&B', 'contemporary R&B', 'slow jam', 'sentimental ballad', 'trap music']"
15,Bad Habits,Ed Sheeran,[],2021,2d24a8d7-66ad-40b2-8ae7-5f6fc9981646,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6,230000.0,"['pop', 'dance']","['electropop', 'dance-pop']"
16,Heat Waves,Glass Animals,[],2021,,20395131-fbde-43ce-b141-b700cfdae99c,238000.0,"['indie', 'pop', 'rnb']","['psychedelic pop', 'pop rock', 'contemporary R&B']"
17,Without You,The Kid Laroi,[],2021,f05d46ef-edb9-408f-9213-ff55b927dc52,80609a00-b394-4a49-975b-2db6b543fa97,161000.0,[],[]
18,Forever After All,Luke Combs,[],2021,3bf6cfff-77d2-4d53-aa26-cd1f90a264bf,c20ee61f-071f-4e65-9c81-45ee931a54ce,232000.0,[],['country music']
19,Go Crazy,Chris Brown & Young Thug,[],2021,5f5c5714-ed78-4434-ad25-ea939e54582b,,176000.0,[],[]
20,Astronaut in the Ocean,Masked Wolf,[],2021,b48424f8-6de6-4e51-a324-7921192ab5ca,14147c93-551d-4814-b4d2-308848abdce6,132000.0,[],['hip-hop']
21,34+35,Ariana Grande & Doja Cat & Megan Thee Stallion,[],2021,,,,[],[]
22,What You Know Bout Love,Pop Smoke,[],2021,8571c5ac-2564-4ca9-a35d-935b018d1959,253c9ae7-850b-46be-8fbb-65e9fa621058,160000.0,"['rap', 'hip hop']",['contemporary R&B']
23,My Ex's Best Friend,Machine Gun Kelly & Blackbear,[],2021,6cd38dad-148f-4381-9cf4-b75f496238c6,,139000.0,[],[]
24,Industry Baby,Lil Nas X & Jack Harlow,[],2021,ffb0e2ba-9853-44de-978d-bd2f3537dd43,,212000.0,[],[]
25,Therefore I Am,Billie Eilish,[],2021,,f4abc0b5-3f7a-4eff-8f78-ac078dbce533,176000.0,['pop'],['contemporary R&B']
26,Up,Cardi B,[],2021,6b79a292-f709-4487-9759-e68d6a30aa5d,2f3c4d70-0462-40da-bba3-0aec5772c556,156000.0,"['rap', 'pop']",[]
27,Fancy Like,Walker Hayes,[],2021,16a24410-1736-4eb1-ba9f-e4e7d5a02301,e48d32dc-18ad-40df-854c-49ea4d12d809,161000.0,[],['country pop']
28,Dakiti,Bad Bunny & Jhay Cortez,[],2021,,,0.0,[],[]
29,Best Friend,Saweetie & Doja Cat,[],2021,d2a51621-df6f-475e-926b-c6f8cab32288,,155000.0,[],[]
30,Rapstar,Polo G,[],2021,09f2c10d-e669-43b8-8257-afbfa841f096,7e1e5648-1d6a-4248-975a-98603e781848,165000.0,['rap'],['trap music']
31,Heartbreak Anniversary,Giveon,[],2021,,,198000.0,[],[]
32,For the Night,Pop Smoke & Lil Baby & DaBaby,[],2021,,,0.0,[],[]
33,Calling My Phone,Lil Tjay & 6lack,[],2021,09a016ad-6e75-49d6-bd88-562fed6b6f10,,0.0,[],[]
34,Beautiful Mistakes,Maroon 5 & Megan Thee Stallion,[],2021,,,227000.0,[],[]
35,Holy,Justin Bieber & Chance the Rapper,[],2021,abd1a019-255a-4fe6-8608-aa6cd1f6dd2a,,212000.0,[],[]
36,On Me,Lil Baby,[],2021,38f5b26e-dbdb-4007-9bc0-7588b0506cee,d42a5768-ada1-4fb6-85fd-f61aba6264e0,135000.0,[],['trap music']
37,You Broke Me First,Tate McRae,[],2021,4737fc8c-1acf-446e-b8c4-b6cd33b9a581,f9133869-f87c-459c-9aa7-2f176cda7e06,165000.0,['pop'],"['pop music', 'indie pop']"
38,Traitor,Olivia Rodrigo,[],2021,b0554059-21b3-416e-b62d-99e13608f6bf,6925db17-f35e-42f3-a4eb-84ee6bf5d4b0,229000.0,['pop'],"['indie rock', 'pop-punk', 'indie pop']"
39,Back in Blood,Pooh Shiesty & Lil Durk,[],2021,d7509fcd-6781-4404-bd0b-8fca4f600962,,184000.0,[],[]
40,I Hope,Gabby Barrett & Charlie Puth,[],2021,66fccd9a-6d4e-4775-afc2-d3b7af825cff,,209000.0,[],[]
41,Dynamite,BTS,[],2021,db965fe4-9e56-4fc7-837b-b2a0dcdb3206,0d79fe8e-ba27-4859-bb8c-2f255f346853,199000.0,['pop'],[]
42,Wockesha,Moneybagg Yo,[],2021,032f9ce9-8f21-4878-a7b3-c843f515a366,8971fa37-c402-474a-b897-e2bbc145b59d,180000.0,[],[]
43,You Right,Doja Cat & the Weeknd,[],2021,b5bd4123-42a0-4e91-99e9-65287d533280,,186000.0,[],[]
44,Beat Box,SpotemGottem & Pooh Shiesty & DaBaby,[],2021,,,,[],[]
45,Laugh Now Cry Later,Drake & Lil Durk,[],2021,a2a0b641-694a-4603-9919-807bcb919dbd,,261000.0,[],[]
46,Need to Know,Doja Cat,[],2021,40dc3ac4-0020-440d-a573-d34ab64c3b9b,5df62a88-cac9-490a-b62c-c7c88f4020f4,210000.0,['rap'],"['rhythm and blues', 'contemporary R&B', 'trap music']"
47,Wants and Needs,Drake & Lil Baby,[],2021,,,0.0,[],[]
48,Way 2 Sexy,Drake & Future & Young Thug,[],2021,,,0.0,[],[]
49,Telepatía,Kali Uchis,[],2021,,d0c7656d-8169-4f77-9dbe-b8f24e40105d,160000.0,['rnb'],[]
50,Whoopty,CJ,[],2021,,204826ff-938f-47c6-835a-a46020ba7559,123000.0,[],['hip-hop']
51,Lemonade,Internet Money & Gunna & Don Toliver & Nav,[],2021,,,0.0,[],[]
52,Good Days,SZA,[],2021,dc80e9a0-8282-4bea-8cdb-a7acdeb7f692,272989c8-5535-492d-a25c-9f58803e027f,278000.0,"['rnb', 'rap']",['rhythm and blues']
