rank,song_title,artist,featuring_artists,year,track_mbid,artist_mbid,duration,genre,wiki_genre
1,Rolling in the Deep,Adele,[],2011,,cc2c9c3c-b7bc-4b8b-84d8-4fbd8779e493,229000,"['soul', 'pop']","['blues', 'pop music', 'rhythm and blues', 'soul', 'soul', 'gospel music']"
2,Party Rock Anthem,LMFAO & Lauren Bennett & GoonRock,[],2011,b5b26835-ed50-4c10-b75c-0107925611cf,,263000,[],[]
3,Firework,Katy Perry,[],2011,1fe283cc-c61c-30f2-a16b-40671aae9337,122d63fc-8671-43e4-9752-34e846d62a9c,227000,"['pop', 'dance']","['dance-pop', 'synth-pop']"
4,E.T.,Katy Perry & Kanye West,[],2011,,122d63fc-8671-43e4-9752-34e846d62a9c,206000,"['pop', 'electronic']",[]
5,Give Me Everything,Pitbull & Ne-Yo & Afrojack & Nayer,[],2011,,,0,[],[]
6,Grenade,Bruno Mars,[],2011,,afb680f2-b6eb-4cd7-a70b-a63b25c763d5,222000,"['pop', 'rnb']","['pop music', 'power pop']"
7,F**K You (Forget You),CeeLo Green,[],2011,,,0,[],[]
8,Super Bass,Nicki Minaj,[],2011,63ebe5f6-e765-42f0-b208-40a9b58ccf79,1036b808-f58c-4a3e-b461-a2c4492ecf1b,230000,"['pop', 'hip hop', 'rnb']","['pop rap', 'hip-hop', 'pop music']"
9,Moves like Jagger,Maroon 5 & Christina Aguilera,[],2011,7e2e59db-b8fe-4808-a091-4f3d55784028,,201000,[],[]
10,Just Can't Get Enough,The Black Eyed Peas,[],2011,,d5be5333-4171-427e-8e12-732087c6b78e,219000,[],[]
11,On the Floor,Jennifer Lopez & Pitbull,[],2011,,f0602f55-1770-483d-89bd-4bae0d0ac086,284000,[],[]
12,S&M,Rihanna,[],2011,,73e5e69d-3554-40d8-8516-00cb38737a1c,243000,"['pop', 'dance', 'electronic']","['dance-pop', 'Eurodance', 'electro']"
