rank,song_title,artist,featuring_artists,year,track_mbid,artist_mbid,duration,genre,wiki_genre
1,Old Town Road,Lil Nas X & Billy Ray Cyrus,[],2019,,,0.0,[],[]
2,Sunflower,Post Malone & Swae Lee,[],2019,7e6c84a3-3bba-4822-b82c-c76c1769e61f,,156000.0,[],[]
3,Without Me,Halsey,[],2019,01aeecae-dff0-4a57-a8f1-d3a7acd2763f,3377f3bb-60fc-4403-aea9-7e800612e060,202000.0,"['pop', 'rnb', 'alternative']","['rhythm and blues', 'contemporary R&B', 'electronic dance music', 'pop music', 'synth-pop', 'electro-R&B']"
4,Bad Guy,Billie Eilish,[],2019,a0fa346a-4c7c-4a16-b8ea-44af865b5323,f4abc0b5-3f7a-4eff-8f78-ac078dbce533,194000.0,['pop'],"['pop music', 'trap music']"
5,Wow,Post Malone,[],2019,3c6ef3fe-b551-4e59-b425-2d3fd05edce4,b1e26560-60e5-4236-bbdb-9aa5a8d5ee19,149000.0,[],"['hip-hop', 'trap music']"
6,Happier,Marshmello & Bastille,[],2019,,,214000.0,[],[]
7,7 Rings,Ariana Grande,[],2019,874cdb98-c355-41ea-8312-b4d39a69db9e,f4fdbb4c-e4b7-47a0-b83b-d91bbfcfa387,177000.0,"['pop', 'rap', 'rnb']","['pop music', 'pop music', 'rhythm and blues', 'contemporary R&B', 'trap music', 'trap music']"
8,Talk,Khalid,[],2019,5eef0e48-3e15-41e7-b6e4-8a2269766e7a,acc88434-f16e-4aad-83e0-ea0ee6bb6b3d,197000.0,[],['contemporary R&B']
9,Sicko Mode,Travis Scott,[],2019,448220f6-1c06-4dd2-ab30-537a28b4edb8,e4a51f17-a57b-47b1-b37b-f552d0f8e9e6,312000.0,['rap'],"['trap music', 'progressive rap']"
10,Sucker,Jonas Brothers,[],2019,f677b722-2997-4a63-bafa-b3b0b58e233f,6e019bc6-5c23-4935-94f0-4a896631d846,181000.0,"['pop', 'rock']",['pop rock']
11,High Hopes,Panic! at the Disco,[],2019,bb7f1441-860d-4bad-8307-88be25c90acc,b9472588-93f3-4922-a1a2-74082cdf9ce8,192000.0,"['alternative', 'rock', 'pop', 'indie']","['pop rock', 'pop rock']"
12,"Thank U, Next",Ariana Grande,[],2019,94b776eb-8ee9-4e52-9d80-f6d1d85a81f1,f4fdbb4c-e4b7-47a0-b83b-d91bbfcfa387,207000.0,"['pop', 'rnb']","['pop music', 'pop music', 'pop music']"
13,Truth Hurts,Lizzo,[],2019,02994c16-2f1b-4194-9520-245192f10255,8fb5370b-9568-4b61-9da5-2aa12c9928db,173000.0,[],"['trap music', 'hip-hop', 'pop music']"
14,Dancing with a Stranger,Sam Smith & Normani,[],2019,,,171000.0,[],[]
15,Señorita,Shawn Mendes & Camila Cabello,[],2019,,,190000.0,[],[]
16,I Don't Care,Ed Sheeran & Justin Bieber,[],2019,7a5be74f-3c0f-4e50-acdc-7c4a18bb8004,,219000.0,[],[]
17,Eastside,Benny Blanco & Halsey & Khalid,[],2019,,,0.0,[],[]
18,Going Bad,Meek Mill & Drake,[],2019,1eb9a3ba-15f8-4e6d-bf4a-179fdea966d7,,180000.0,[],[]
19,Shallow,Lady Gaga & Bradley Cooper,[],2019,e8191687-56bf-4e69-860f-a898735ec268,,217000.0,[],[]
20,Better,Khalid,[],2019,1115e377-e69e-4bd1-b47a-0b03449d833b,acc88434-f16e-4aad-83e0-ea0ee6bb6b3d,229000.0,"['pop', 'rnb']","['contemporary R&B', 'contemporary R&B']"
21,No Guidance,Chris Brown & Drake,[],2019,9ca5906b-a371-4607-8c32-de968d13f0ce,,260000.0,[],[]
22,Girls Like You,Maroon 5 & Cardi B,[],2019,1df4a317-6968-442b-b85e-b0a7a794934e,,235000.0,[],[]
23,Sweet but Psycho,Ava Max,[],2019,745cc4a1-b551-44d1-9d47-cc6ef7ad97b9,add5f522-25df-41c4-815e-0ca9f60b83e4,187000.0,"['pop', 'electronic']",['electropop']
24,Suge,DaBaby,[],2019,4298fa84-a106-4fd2-bed4-839f42ff9cbb,87ae83df-6173-40cc-a0f2-bad543faa6aa,163000.0,[],"['hip hop culture', 'trap music']"
25,Middle Child,J. Cole,[],2019,0ad06009-1850-4953-9cbe-3735db9fd111,875203e1-8e58-4b86-8dcb-7190faf411c5,213000.0,"['hip hop', 'rap']",['hip-hop']
26,Drip Too Hard,Lil Baby & Gunna,[],2019,14983d93-0458-4064-a0ff-3248d57e6908,,145000.0,[],[]
27,Someone You Loved,Lewis Capaldi,[],2019,,526aab94-697f-44a9-b630-41d1c0505953,182000.0,['pop'],['pop music']
28,Ransom,Lil Tecca,[],2019,8104e5ce-5d4a-4d1d-be82-397bb6f5f527,e6fdf3f9-8077-4126-b0cf-94da9a8b627e,131000.0,[],"['rapping', 'hip-hop']"
29,If I Can't Have You,Shawn Mendes,[],2019,,b7d92248-97e3-4450-8057-6fe06738f735,198000.0,['pop'],['pop rock']
30,Goodbyes,Post Malone & Young Thug,[],2019,,,0.0,[],[]
31,Zeze,Kodak Black & Travis Scott & Offset,[],2019,,,0.0,[],[]
32,Better Now,Post Malone,[],2019,2b632288-0cca-4cc8-85cc-8272f862920e,b1e26560-60e5-4236-bbdb-9aa5a8d5ee19,231000.0,"['rap', 'rnb']",['pop music']
33,Youngblood,5 Seconds of Summer,[],2019,079cab5d-0ae6-4524-81f9-5235a284ec49,830e5c4e-6b7d-431d-86ab-00c751281dc5,203000.0,"['rock', 'pop']","['pop music', 'synth-pop']"
34,Money in the Grave,Drake & Rick Ross,[],2019,,,0.0,[],[]
35,Speechless,Dan + Shay,[],2019,,,0.0,[],['country pop']
36,"Break Up with Your Girlfriend, I'm Bored",Ariana Grande,[],2019,f434698a-04e9-4768-89af-e7afb483aa94,f4fdbb4c-e4b7-47a0-b83b-d91bbfcfa387,190000.0,"['pop', 'rnb']",['popular music']
37,Please Me,Cardi B & Bruno Mars,[],2019,41564fa7-d595-477e-a73e-924bc2dc032d,,200000.0,[],[]
38,Money,Cardi B,[],2019,3c373502-96c7-4435-96b8-8baf25dd0c36,2f3c4d70-0462-40da-bba3-0aec5772c556,183000.0,[],[]
39,You Need to Calm Down,Taylor Swift,[],2019,a55a5a51-452e-4add-af86-06cc1a71bbfd,20244d07-534f-4eff-b4d4-930878889970,171000.0,['pop'],['electropop']
40,Panini,Lil Nas X,[],2019,8c16f7a5-61fb-4c77-aeed-64f9029fcaf8,0b30341b-b59d-4979-8130-b66c0e475321,114000.0,[],['hip-hop']
41,Look Back at It,A Boogie wit da Hoodie,[],2019,07a47aee-0e5e-4f33-b8e2-e7d7e68a965c,,179000.0,[],[]
42,A Lot,21 Savage,[],2019,8eedf921-5a15-4814-b74f-48890911b861,37b2cb82-ef79-4d46-a184-a549450aa231,290000.0,['rap'],['hip-hop']
43,Me!,Taylor Swift & Brendon Urie,[],2019,,,0.0,[],[]
44,Mia,Bad Bunny & Drake,[],2019,9611378b-f76b-4795-b61d-da9e0ee07850,,210000.0,[],[]
45,Pop Out,Polo G & Lil Tjay,[],2019,,,0.0,[],[]
46,Beautiful Crazy,Luke Combs,[],2019,52ae5138-22a0-4d71-9f40-24c7a2fe8722,c20ee61f-071f-4e65-9c81-45ee931a54ce,193000.0,[],['country music']
47,Thotiana,Blueface,[],2019,0c0bbd76-7442-4767-830f-7900e90c5e57,664bd251-a22c-4ab9-a4f7-25da4b14f9fc,129000.0,[],['West Coast hip-hop']
48,Lucid Dreams,Juice Wrld,[],2019,19bc9a65-fb28-4c32-9b79-81348bf75563,4e4ebde4-0c56-4dec-844b-6c73adcdd92d,239000.0,"['hip hop', 'rap']",[]
49,Mo Bamba,Sheck Wes,[],2019,52d1d41b-9f7f-420b-947f-fed4862dfe27,07ab04d4-bdbc-4c93-bfb2-457693a4ff94,181000.0,"['rap', 'hip hop']","['hardcore hip-hop', 'trap music']"
50,Beautiful People,Ed Sheeran & Khalid,[],2019,,,0.0,[],[]
51,Wake Up in the Sky,Gucci Mane & Bruno Mars & Kodak Black,[],2019,,,0.0,[],[]
52,Whiskey Glasses,Morgan Wallen,[],2019,14931ec5-10a2-4bb6-b355-8ea7bc633fde,2077273e-eaa1-4f49-903c-f286ededecb9,236000.0,"['country', 'pop']",['country music']
53,God's Country,Blake Shelton,[],2019,e0287d0e-9d09-4ced-9434-fb9c27d7d17d,2ad66473-ccb3-41d2-8756-b56680cdfe62,204000.0,[],"['Southern rock', 'country music']"
54,Be Alright,Dean Lewis,[],2019,d04e680c-4c43-44e5-ab8f-7098e2640254,21e9df94-3c2c-4c15-b069-fefa58bcd650,197000.0,['pop'],['pop music']
55,Pure Water,Mustard & Migos,[],2019,230fc54e-bd61-4544-b73d-63deae902dd8,,192000.0,[],[]
56,The Git Up,Blanco Brown,[],2019,075aad8b-1197-436d-b474-37b097314247,46b04bfe-70da-428e-9b7d-1f444f3446a4,0.0,[],['country music']
57,Taki Taki,DJ Snake & Selena Gomez & Ozuna & Cardi B,[],2019,,,0.0,[],[]
58,Close to Me,Ellie Goulding & Diplo & Swae Lee,[],2019,3891b07d-3fb1-42b9-80d5-2e512d8c30af,,182000.0,[],[]
59,Envy Me,Calboy,[],2019,1f3d527f-535c-4a9d-81e2-cf6a3b672ac8,2d4a0012-7364-40e5-b57f-ad2d4f51a30a,120000.0,[],[]
60,You Say,Lauren Daigle,[],2019,e8128e69-1c24-4e0f-8e31-6a4087299ba4,920c7a88-f8f3-482f-96ef-810c6442fc3e,274000.0,[],['contemporary Christian music']
61,"Hey Look Ma, I Made It",Panic! at the Disco,[],2019,057c8042-8030-4070-b01b-b11b00817a0d,b9472588-93f3-4922-a1a2-74082cdf9ce8,169000.0,[],[]
62,Circles,Post Malone,[],2019,0025eb0c-9832-4446-b5cd-90f7f5cca285,b1e26560-60e5-4236-bbdb-9aa5a8d5ee19,213000.0,['pop'],['pop rock']
63,Beer Never Broke My Heart,Luke Combs,[],2019,84bf5ab5-ad02-4f40-b9c1-aed2a70ea41a,c20ee61f-071f-4e65-9c81-45ee931a54ce,188000.0,[],['country music']
64,The London,Young Thug & J. Cole & Travis Scott,[],2019,,,0.0,[],[]
65,Con Calma,Daddy Yankee & Katy Perry & Snow,[],2019,,,0.0,[],[]
66,Murder on My Mind,YNW Melly,[],2019,078ebb28-a511-4fae-a6aa-7f948b44723d,59d6cea7-3771-4ce6-8c02-395ac5ba927a,268000.0,"['rap', 'hip hop']",['hip-hop']
67,When the Party's Over,Billie Eilish,[],2019,ba7a88da-f864-4ead-9a63-36f92d10de46,f4abc0b5-3f7a-4eff-8f78-ac078dbce533,196000.0,['pop'],['pop music']
68,Act Up,City Girls,[],2019,2804e7c2-fe33-4461-a729-8061d8a1b1de,bf850027-1cc0-4519-8ee6-a08b492a4867,158000.0,[],[]
69,I Like It,Cardi B & Bad Bunny & J Balvin,[],2019,,,0.0,[],[]
