rank,song_title,artist,featuring_artists,year,track_mbid,artist_mbid,duration,genre,wiki_genre
1,Ordinary,Alex Warren,[],2025,93231ee9-12f9-47ca-b2fb-852efad3db38,609a2ea3-f446-4e31-8eef-9f7591afb55a,186000.0,"['folk', 'pop']","['power ballad', 'pop rock', 'chamber pop']"
2,Golden,Huntr/x & Ejae & Audrey Nuna & Rei Ami & KPop Demon Hunters Cast,[],2025,,,0.0,[],[]
3,Apt,Rose & Bruno Mars,[],2025,,,0.0,[],[]
4,That's So True,Gracie Abrams,[],2025,a6ff57e9-5ba8-4a32-8ac3-e5e8c42796dc,f7441bc7-d7de-4813-a2fc-31a4033d396d,166000.0,[],['folk-pop']
5,Die With a Smile,Lady Gaga & Bruno Mars,[],2025,f858baba-3019-440f-9fe3-82202526bfa0,,251000.0,[],[]
6,Birds of a Feather,Billie Eilish,[],2025,3a7e1970-069c-4761-a6b2-9046e54406bc,f4abc0b5-3f7a-4eff-8f78-ac078dbce533,183000.0,['pop'],['new wave']
7,Beautiful Things,Benson Boone,[],2025,292effe0-7b50-4eee-bb16-cf470b2a503d,62b914a7-d775-4bb4-bb5e-d46e7df115b5,180000.0,"['pop', 'emo']","['rock music', 'folk rock', 'pop rock']"
8,Messy,Lola Young,[],2025,0ae5ee0e-084e-458b-87ba-76cef24cfff3,43b896c5-5652-4b04-bde1-2e4224bc99b3,284000.0,['rock'],['pop soul']
9,A Bar Song (Tipsy),Shaboozey,[],2025,1108d460-6705-4eaf-8a4e-b1d86dde5c85,0b427dad-1ee5-48f1-aa4b-026680a3338e,171000.0,"['country', 'pop']",[]
10,The Days (Notion Remix),Chrystal,[],2025,fc4b8a84-9bb4-45ac-bc8a-15839b360175,5344839a-3c03-4370-ad14-c50ed2c339de,233000.0,[],[]
11,Love Me Not,Ravyn Lenae,[],2025,6c8ef1fe-897c-43f4-b45e-a3d5e3fba71d,94c64122-dbd4-4927-b2fa-f204b0b4b0c2,213000.0,"['rock', 'soul']","['indie pop', 'contemporary R&B']"
12,Back to Friends,Sombr,[],2025,e374d8c3-da4b-42ce-84dd-26f7236907c3,502cf908-9921-48bc-bf0e-265c881c0156,199000.0,[],[]
13,Luther,Kendrick Lamar & SZA,[],2025,351be192-c3b5-47e6-bac4-6d895cee896d,,147000.0,[],[]
14,Undressed,Sombr,[],2025,84fdf3e4-e5ae-4362-a04f-a53734b1b1ef,502cf908-9921-48bc-bf0e-265c881c0156,182000.0,['rock'],[]
15,Man I Need,Olivia Dean,[],2025,cba278b0-f241-41ee-bf7c-6c20c3e69571,15e0d608-0869-429b-898d-3d8db3ecedd5,184000.0,"['pop', 'soul', 'rnb']",[]
16,I Had Some Help,Post Malone,['Morgan Wallen'],2025,8290f2d3-59ee-4806-8fda-5149de94f799,b1e26560-60e5-4236-bbdb-9aa5a8d5ee19,178000.0,[],['country pop']
17,No Broke Boys,Disco Lines & Tinashe,[],2025,150cab28-4ad3-4f6b-9822-a3cf807ac337,,163000.0,[],[]
18,"Good Luck, Babe!",Chappell Roan,[],2025,9d97dc85-01e2-400e-8a3f-40cd4790de59,56a55378-f155-48de-80a5-d80104221267,218000.0,['pop'],"['baroque pop', 'synth-pop']"
19,Espresso,Sabrina Carpenter,[],2025,7e0a8814-ccd2-44c1-8f69-415ad9fd6696,1882fe91-cdd9-49c9-9956-8e06a3810bd4,175000.0,['pop'],"['synth-pop', 'disco', 'funk']"
20,Pink Pony Club,Chappell Roan,[],2025,470b743c-df63-4bbd-b8c5-950cec92c3a0,56a55378-f155-48de-80a5-d80104221267,258000.0,"['pop', 'indie']","['disco', 'synth-pop', 'dance-pop', 'power pop']"
21,Sailor Song,Gigi Perez,[],2025,05ec0220-311a-4660-a551-f59b17b49421,8ab64ebd-200e-47af-a3fc-92540e186214,211000.0,[],['indie folk']
22,Sports Car,Tate McRae,[],2025,62cabe70-9c46-4d9a-899c-91c361b679d8,f9133869-f87c-459c-9aa7-2f176cda7e06,165000.0,"['pop', 'rnb']","['crunk', 'pop music', 'electropop']"
23,Taste,Sabrina Carpenter,[],2025,aa249f0d-faf3-4535-9efb-d9ac78743464,1882fe91-cdd9-49c9-9956-8e06a3810bd4,157000.0,['pop'],"['pop music', 'slacker rock', 'glam rock', 'soft rock', 'country pop']"
24,Lose Control,Teddy Swims,[],2025,e4733d45-75fa-4bf2-a0d6-9835a67e53b7,35feae82-8b2c-4f8f-ae7a-af5662848947,210000.0,"['soul', 'pop', 'rnb']",['soul']
25,Not Like Us,Kendrick Lamar,[],2025,88f628b8-5564-4c70-9a07-8a66d14bf7be,381086ea-f511-4aba-bdf9-71c753dc5077,275000.0,[],"['West Coast hip-hop', 'hardcore hip-hop', 'hyphy']"
26,Bad Dreams,Teddy Swims,[],2025,551ad893-bbf9-4b71-8893-bb96c5b3687a,35feae82-8b2c-4f8f-ae7a-af5662848947,184000.0,['pop'],[]
27,The Fate of Ophelia,Taylor Swift,[],2025,8670a098-6ab7-4e18-8ac0-0ec7259151f8,20244d07-534f-4eff-b4d4-930878889970,226000.0,['pop'],"['dance-pop', 'synth-pop']"
28,Soda Pop,Saja Boys & Andrew Choi & Neckwav & Danny Chung & Kevin Woo & Samuil Lee & KPop Demon Hunters Cast,[],2025,,,0.0,[],[]
29,Carry You Home,Alex Warren,[],2025,9a7f903e-4907-4878-ba36-e1a5917895f3,609a2ea3-f446-4e31-8eef-9f7591afb55a,166000.0,"['pop', 'country']",['pop music']
30,Too Sweet,Hozier,[],2025,bcddd6a9-b66f-4993-9b7a-75a78b476373,b4691384-50c3-4afd-9988-51d3ec5db65d,251000.0,['pop'],"['soul', 'indie rock']"
31,Timeless,The Weeknd & Playboi Carti,[],2025,7cbac5db-bb4c-4f88-a0a3-54dbc6f4ba78,,256000.0,[],[]
32,Stargazing,Myles Smith,[],2025,ff052782-9fc5-4cf8-9f02-14c77c73f880,73d2a9d4-de5d-4bcd-9acb-ddf67dfd71ac,171000.0,[],['folk-pop']
33,Wildflower,Billie Eilish,[],2025,5afa33bb-83f6-42c6-b789-8bfa34c48b50,f4abc0b5-3f7a-4eff-8f78-ac078dbce533,261000.0,['pop'],[]
34,Daisies,Justin Bieber,[],2025,c83ad7c4-3783-4023-80f1-626037aeaefb,e0140a67-e4d1-4f13-8a01-364355bee46e,176000.0,['pop'],[]
35,Nokia,Drake,[],2025,0dfbd733-811f-4585-bbb2-195eef8c649d,9fff2f8a-21e6-47de-a2b8-7f449929d43f,242000.0,[],[]
36,Your Idol,Saja Boys & Andrew Choi & Neckwav & Danny Chung & Kevin Woo & Samuil Lee & KPop Demon Hunters Cast,[],2025,,,0.0,[],[]
37,Indigo,Sam Barber,['Avery Anna'],2025,,be7c80ee-1b03-4088-b20b-5915c7c5ad45,286000.0,[],[]
38,Manchild,Sabrina Carpenter,[],2025,b40bca50-273f-488f-811c-a37857916c3f,1882fe91-cdd9-49c9-9956-8e06a3810bd4,213000.0,"['pop', 'rnb', 'country']","['pop music', 'synth-pop']"
39,Iris,Goo Goo Dolls,[],2025,cef4d7e6-5f96-40ad-8841-e870a06e36e1,e2c00c56-8365-4160-9f40-a64682917633,289000.0,[],['alternative rock']
40,"I Love You, I'm Sorry",Gracie Abrams,[],2025,b5797911-4f7f-4360-a46d-05bd4d81af9e,f7441bc7-d7de-4813-a2fc-31a4033d396d,157000.0,['indie'],[]
41,Pink Skies,Zach Bryan,[],2025,,51e90731-08c0-4f60-89b6-5b78e5844de8,194000.0,[],[]
42,The Door,Teddy Swims,[],2025,9e74d6ed-20d1-46fb-8618-47a8dd22eabc,35feae82-8b2c-4f8f-ae7a-af5662848947,212000.0,"['soul', 'pop']",['pop music']
43,Ain't No Love in Oklahoma,Luke Combs,[],2025,3e00e410-6f74-4c5f-bbaf-33b66f5efaf6,c20ee61f-071f-4e65-9c81-45ee931a54ce,210000.0,[],['country rock']
44,Dreams,Fleetwood Mac,[],2025,,bd13909f-1c29-4c27-a874-d4aaf27c5b1a,257000.0,[],"['soft rock', 'soft rock']"
45,All the Stars,Kendrick Lamar & SZA,[],2025,8f056243-ec20-4068-bcaf-1e64f7db94d5,,196000.0,[],[]
46,How it's Done,Huntr/x & Ejae & Audrey Nuna & Rei Ami & KPop Demon Hunters Cast,[],2025,,,0.0,[],[]
47,Austin,Dasha,[],2025,dbf5be27-9890-4328-a5fe-b359ae882299,4068caf6-2491-48b7-bdae-6dad7c3a85b7,171000.0,[],[]
48,Victory Lap,Fred Again & Skepta & PlaqueBoyMax,[],2025,,,,[],[]
49,Nice to Each Other,Olivia Dean,[],2025,17df1685-7e42-49e1-8f1e-4346fc7cc9a7,15e0d608-0869-429b-898d-3d8db3ecedd5,209000.0,[],[]
50,What it Sounds Like,Huntr/x & Ejae & Audrey Nuna & Rei Ami & KPop Demon Hunters Cast,[],2025,,,0.0,[],[]
51,Kisses,BL3SS & CamrinWatsin,['Bbyclose'],2025,,,0.0,[],[]
52,12 to 12,Sombr,[],2025,aa4d95ad-3db9-45c0-a11e-6094765cc0d4,502cf908-9921-48bc-bf0e-265c881c0156,242000.0,"['rock', 'pop']","['disco', 'new wave', 'synth-pop']"
